model,horizon,seed,epochs,device,mse,mae,checkpoint,figure
spectral-patch,90,42,1,cpu,299757.71875,435.85595703125,D:\desktop\course_note\machinelearning\exam\outputs\models\spectral-patch_h90_seed42.pt,D:\desktop\course_note\machinelearning\exam\outputs\figures\spectral-patch_h90_seed42.png
