model,horizon,seed,epochs,device,mse,mae,checkpoint,figure
flow-matching,90,42,1,cpu,1285776.125,1002.98974609375,D:\desktop\course_note\machinelearning\exam\outputs\models\flow-matching_h90_seed42.pt,D:\desktop\course_note\machinelearning\exam\outputs\figures\flow-matching_h90_seed42.png
