model,horizon,seed,epochs,device,mse,mae,checkpoint,figure
spectral-patch,365,42,1,cpu,290131.625,427.262939453125,D:\desktop\course_note\machinelearning\exam\outputs\models\spectral-patch_h365_seed42.pt,D:\desktop\course_note\machinelearning\exam\outputs\figures\spectral-patch_h365_seed42.png
